4NEC2 Output file:,/home/joea/.wine/drive_c/4nec2/out/owa_yagi_6el_circ.out
Zo:,50

THETA,PHI,VERT.,HOR.,TOTAL,AXIAL,TILT,SENSE,MAGNITUDE,PHASE,MAGNITUDE,PHASE
DEGREES,DEGREES,DB,DB,DB,RATIO,DEG.,VOLTS/M,DEGREES,VOLTS/M,DEGREES
-100.00,300.00,-9.66,-17.11,-8.94,0.27916,17.84,RIGHT,2.54857E-01,103.24,1.08127E-01,57.17
-95.00,300.00,-10.00,-17.21,-9.25,0.30446,17.50,RIGHT,2.45035E-01,128.52,1.06913E-01,79.04
-90.00,300.00,-10.36,-17.24,-9.55,0.33162,17.30,RIGHT,2.35328E-01,154.60,1.06507E-01,101.92
-85.00,300.00,-10.73,-17.21,-9.85,0.36188,17.29,RIGHT,2.25402E-01,-178.66,1.06913E-01,125.61
-80.00,300.00,-11.14,-17.11,-10.16,0.39700,17.51,RIGHT,2.14908E-01,-151.37,1.08126E-01,149.96
-75.00,300.00,-11.62,-16.95,-10.50,0.43942,18.02,RIGHT,2.03500E-01,-123.61,1.10140E-01,174.77
-70.00,300.00,-12.17,-16.73,-10.87,0.49260,18.91,RIGHT,1.90887E-01,-95.39,1.12941E-01,-160.15
-65.00,300.00,-12.84,-16.46,-11.27,0.56165,20.32,RIGHT,1.76880E-01,-66.63,1.16506E-01,-134.98
-60.00,300.00,-13.63,-16.15,-11.70,0.65432,22.57,RIGHT,1.61500E-01,-37.11,1.20800E-01,-109.90
-55.00,300.00,-14.55,-15.80,-12.12,0.78244,26.86,RIGHT,1.45147E-01,-6.43,1.25770E-01,-85.13
-50.00,300.00,-15.58,-15.42,-12.49,0.94590,54.79,RIGHT,1.28913E-01,26.14,1.31337E-01,-60.86
-45.00,300.00,-16.57,-15.03,-12.72,0.79007,-69.64,RIGHT,1.15075E-01,61.54,1.37385E-01,-37.28
-40.00,300.00,-17.16,-14.64,-12.71,0.58448,-62.61,RIGHT,1.07459E-01,100.12,1.43752E-01,-14.59
-35.00,300.00,-16.93,-14.25,-12.38,0.40818,-57.37,RIGHT,1.10354E-01,139.86,1.50222E-01,7.03
-30.00,300.00,-15.83,-13.90,-11.75,0.26790,-52.32,RIGHT,1.25306E-01,176.58,1.56515E-01,27.40
-25.00,300.00,-14.27,-13.58,-10.90,0.16427,-47.40,RIGHT,1.49885E-01,-152.34,1.62299E-01,46.38
-20.00,300.00,-12.68,-13.32,-9.98,0.09305,-42.83,RIGHT,1.80124E-01,-126.83,1.67197E-01,63.84
-15.00,300.00,-11.24,-13.14,-9.08,0.04738,-38.77,RIGHT,2.12435E-01,-105.87,1.70818E-01,79.69
-10.00,300.00,-10.04,-13.04,-8.28,0.02021,-35.31,RIGHT,2.43920E-01,-88.58,1.72789E-01,93.88
-5.00,300.00,-9.09,-13.04,-7.62,0.00578,-32.40,RIGHT,2.72258E-01,-74.34,1.72812E-01,106.39
0.00,300.00,-8.37,-13.14,-7.12,0.00000,-30.00,LINEAR,2.95671E-01,-62.74,1.70706E-01,117.26
-180.00,305.00,-8.86,-11.95,-7.12,0.00000,35.00,LINEAR,2.79665E-01,-57.11,1.95824E-01,-57.11
-175.00,305.00,-8.01,-11.83,-6.50,0.00552,32.77,RIGHT,3.08329E-01,-66.67,1.98501E-01,-67.36
-170.00,305.00,-7.43,-11.85,-6.09,0.01533,31.02,RIGHT,3.29598E-01,-73.14,1.98217E-01,-75.13
-165.00,305.00,-7.08,-11.98,-5.86,0.02832,29.62,RIGHT,3.43071E-01,-76.74,1.95276E-01,-80.51
-160.00,305.00,-6.93,-12.21,-5.80,0.04389,28.51,RIGHT,3.49077E-01,-77.62,1.90160E-01,-83.60
-155.00,305.00,-6.95,-12.52,-5.88,0.06176,27.61,RIGHT,3.48490E-01,-75.86,1.83436E-01,-84.45
-150.00,305.00,-7.10,-12.89,-6.08,0.08176,26.87,RIGHT,3.42522E-01,-71.54,1.75674E-01,-83.08
-145.00,305.00,-7.35,-13.31,-6.37,0.10377,26.26,RIGHT,3.32524E-01,-64.72,1.67395E-01,-79.53
-140.00,305.00,-7.69,-13.76,-6.73,0.12768,25.71,RIGHT,3.19819E-01,-55.46,1.59035E-01,-73.82
-135.00,305.00,-8.09,-14.21,-7.14,0.15334,25.21,RIGHT,3.05591E-01,-43.81,1.50932E-01,-65.97
-130.00,305.00,-8.52,-14.66,-7.57,0.18054,24.72,RIGHT,2.90813E-01,-29.86,1.43332E-01,-56.02
-125.00,305.00,-8.96,-15.09,-8.02,0.20903,24.22,RIGHT,2.76233E-01,-13.72,1.36403E-01,-44.02
-120.00,305.00,-9.41,-15.49,-8.45,0.23850,23.68,RIGHT,2.62372E-01,4.47,1.30257E-01,-30.04
-115.00,305.00,-9.85,-15.85,-8.87,0.26864,23.10,RIGHT,2.49559E-01,24.54,1.24968E-01,-14.20
-110.00,305.00,-10.26,-16.16,-9.27,0.29916,22.48,RIGHT,2.37952E-01,46.29,1.20584E-01,3.37
-105.00,305.00,-10.65,-16.41,-9.63,0.32994,21.85,RIGHT,2.27569E-01,69.51,1.17141E-01,22.52
-100.00,305.00,-11.01,-16.60,-9.95,0.36104,21.23,RIGHT,2.18311E-01,93.97,1.14664E-01,43.09
-95.00,305.00,-11.35,-16.71,-10.24,0.39287,20.68,RIGHT,2.09986E-01,119.47,1.13171E-01,64.89
-90.00,305.00,-11.67,-16.75,-10.49,0.42623,20.25,RIGHT,2.02327E-01,145.80,1.12672E-01,87.74
-85.00,305.00,-11.99,-16.71,-10.73,0.46238,20.00,RIGHT,1.95014E-01,172.80,1.13171E-01,111.46
-80.00,305.00,-12.32,-16.60,-10.94,0.50310,20.01,RIGHT,1.87692E-01,-159.64,1.14664E-01,135.88
-75.00,305.00,-12.68,-16.41,-11.15,0.55086,20.36,RIGHT,1.80000E-01,-131.59,1.17141E-01,160.83
-70.00,305.00,-13.10,-16.16,-11.36,0.60899,21.20,RIGHT,1.71596E-01,-103.07,1.20583E-01,-173.87
-65.00,305.00,-13.59,-15.85,-11.56,0.68207,22.83,RIGHT,1.62205E-01,-74.04,1.24967E-01,-148.37
-60.00,305.00,-14.17,-15.49,-11.77,0.77625,26.22,RIGHT,1.51687E-01,-44.33,1.30256E-01,-122.86
-55.00,305.00,-14.86,-15.09,-11.96,0.89486,37.88,RIGHT,1.40166E-01,-13.67,1.36401E-01,-97.52
-50.00,305.00,-15.63,-14.66,-12.11,0.89363,-85.75,RIGHT,1.28244E-01,18.42,1.43330E-01,-72.54
-45.00,305.00,-16.40,-14.21,-12.16,0.72949,-71.90,RIGHT,1.17354E-01,52.60,1.50930E-01,-48.12
-40.00,305.00,-16.95,-13.76,-12.06,0.56496,-66.47,RIGHT,1.10144E-01,89.32,1.59033E-01,-24.48
-35.00,305.00,-16.94,-13.31,-11.75,0.41527,-62.02,RIGHT,1.10226E-01,127.74,1.67393E-01,-1.81
-30.00,305.00,-16.18,-12.89,-11.22,0.28731,-57.61,RIGHT,1.20345E-01,165.00,1.75672E-01,19.69
-25.00,305.00,-14.85,-12.52,-10.52,0.18507,-53.15,RIGHT,1.40270E-01,-161.91,1.83434E-01,39.86
-20.00,305.00,-13.32,-12.21,-9.72,0.10923,-48.76,RIGHT,1.67232E-01,-134.03,1.90160E-01,58.54
-15.00,305.00,-11.87,-11.98,-8.91,0.05727,-44.64,RIGHT,1.97726E-01,-110.91,1.95276E-01,75.64
-10.00,305.00,-10.61,-11.85,-8.18,0.02480,-40.94,RIGHT,2.28452E-01,-91.75,1.98217E-01,91.12
-5.00,305.00,-9.61,-11.83,-7.57,0.00706,-37.73,RIGHT,2.56543E-01,-75.87,1.98502E-01,104.97
0.00,305.00,-8.86,-11.95,-7.12,0.00000,-35.00,LINEAR,2.79668E-01,-62.74,1.95825E-01,117.26
-180.00,310.00,-9.44,-10.96,-7.12,0.00000,40.00,LINEAR,2.61534E-01,-57.11,2.19453E-01,-57.11
-175.00,310.00,-8.53,-10.83,-6.52,0.00664,37.50,RIGHT,2.90254E-01,-67.91,2.22691E-01,-68.70
-170.00,310.00,-7.93,-10.86,-6.15,0.01879,35.52,RIGHT,3.10962E-01,-75.43,2.21999E-01,-77.71
-165.00,310.00,-7.60,-11.03,-5.97,0.03498,33.96,RIGHT,3.23187E-01,-79.98,2.17860E-01,-84.30
-160.00,310.00,-7.49,-11.30,-5.98,0.05439,32.73,RIGHT,3.27364E-01,-81.73,2.10992E-01,-88.57
-155.00,310.00,-7.56,-11.67,-6.14,0.07657,31.76,RIGHT,3.24586E-01,-80.80,2.02204E-01,-90.56
-150.00,310.00,-7.79,-12.11,-6.42,0.10124,30.99,RIGHT,3.16319E-01,-77.26,1.92277E-01,-90.31
-145.00,310.00,-8.13,-12.59,-6.80,0.12822,30.36,RIGHT,3.04147E-01,-71.16,1.81885E-01,-87.80
-140.00,310.00,-8.55,-13.10,-7.25,0.15735,29.84,RIGHT,2.89558E-01,-62.54,1.71557E-01,-83.03
-135.00,310.00,-9.04,-13.62,-7.74,0.18848,29.38,RIGHT,2.73822E-01,-51.44,1.61670E-01,-76.00
-130.00,310.00,-9.56,-14.12,-8.26,0.22142,28.94,RIGHT,2.57932E-01,-37.91,1.52476E-01,-66.72
-125.00,310.00,-10.09,-14.61,-8.78,0.25595,28.48,RIGHT,2.42608E-01,-22.06,1.44134E-01,-55.22
-120.00,310.00,-10.62,-15.07,-9.29,0.29179,27.97,RIGHT,2.28338E-01,-4.01,1.36743E-01,-41.60
-115.00,310.00,-11.12,-15.49,-9.77,0.32862,27.41,RIGHT,2.15422E-01,16.07,1.30375E-01,-25.97
-110.00,310.00,-11.60,-15.85,-10.21,0.36610,26.78,RIGHT,2.04013E-01,37.94,1.25083E-01,-8.48
-105.00,310.00,-12.03,-16.14,-10.60,0.40397,26.09,RIGHT,1.94146E-01,61.36,1.20915E-01,10.66
-100.00,310.00,-12.41,-16.36,-10.94,0.44208,25.39,RIGHT,1.85750E-01,86.07,1.17908E-01,31.25
-95.00,310.00,-12.75,-16.49,-11.22,0.48061,24.72,RIGHT,1.78666E-01,111.79,1.16091E-01,53.08
-90.00,310.00,-13.05,-16.54,-11.44,0.52016,24.16,RIGHT,1.72654E-01,138.31,1.15484E-01,75.94
-85.00,310.00,-13.31,-16.49,-11.61,0.56188,23.81,RIGHT,1.67414E-01,165.44,1.16091E-01,99.65
-80.00,310.00,-13.57,-16.36,-11.73,0.60748,23.80,RIGHT,1.62600E-01,-166.94,1.17907E-01,124.04
-75.00,310.00,-13.82,-16.14,-11.82,0.65927,24.32,RIGHT,1.57844E-01,-138.88,1.20914E-01,148.96
-70.00,310.00,-14.11,-15.85,-11.88,0.72014,25.75,RIGHT,1.52776E-01,-110.38,1.25082E-01,174.28
-65.00,310.00,-14.44,-15.49,-11.92,0.79312,29.12,RIGHT,1.47061E-01,-81.38,1.30373E-01,-160.13
-60.00,310.00,-14.84,-15.07,-11.94,0.87687,39.09,RIGHT,1.40448E-01,-51.77,1.36741E-01,-134.42
-55.00,310.00,-15.32,-14.61,-11.94,0.91087,75.43,RIGHT,1.32854E-01,-21.33,1.44131E-01,-108.72
-50.00,310.00,-15.88,-14.13,-11.91,0.80920,-81.68,RIGHT,1.24511E-01,10.26,1.52474E-01,-83.24
-45.00,310.00,-16.48,-13.62,-11.81,0.67697,-74.52,RIGHT,1.16227E-01,43.48,1.61668E-01,-58.15
-40.00,310.00,-16.98,-13.10,-11.61,0.54302,-70.17,RIGHT,1.09742E-01,78.82,1.71554E-01,-33.69
-35.00,310.00,-17.13,-12.59,-11.28,0.41526,-66.38,RIGHT,1.07912E-01,116.11,1.81883E-01,-10.07
-30.00,310.00,-16.66,-12.11,-10.80,0.29961,-62.56,RIGHT,1.13907E-01,153.64,1.92275E-01,12.47
-25.00,310.00,-15.56,-11.67,-10.19,0.20114,-58.55,RIGHT,1.29228E-01,-171.48,2.02202E-01,33.74
-20.00,310.00,-14.12,-11.30,-9.48,0.12316,-54.41,RIGHT,1.52600E-01,-141.23,2.10990E-01,53.57
-15.00,310.00,-12.64,-11.03,-8.75,0.06646,-50.33,RIGHT,1.80956E-01,-115.88,2.17859E-01,71.86
-10.00,310.00,-11.31,-10.86,-8.07,0.02928,-46.49,RIGHT,2.10744E-01,-94.82,2.22000E-01,88.54
-5.00,310.00,-10.24,-10.83,-7.52,0.00834,-43.03,RIGHT,2.38574E-01,-77.32,2.22692E-01,103.64
0.00,310.00,-9.44,-10.96,-7.12,0.00000,-40.00,LINEAR,2.61536E-01,-62.74,2.19455E-01,117.26
-180.00,315.00,-10.13,-10.13,-7.12,0.00000,45.00,LINEAR,2.41412E-01,-57.11,2.41412E-01,-57.11
-175.00,315.00,-9.16,-10.00,-6.55,0.00777,42.23,RIGHT,2.70070E-01,-69.03,2.45181E-01,-69.93
-170.00,315.00,-8.53,-10.04,-6.21,0.02237,40.04,RIGHT,2.90245E-01,-77.49,2.43948E-01,-80.09
-165.00,315.00,-8.21,-10.24,-6.10,0.04191,38.32,RIGHT,3.01406E-01,-82.87,2.38420E-01,-87.80
-160.00,315.00,-8.13,-10.57,-6.17,0.06529,36.98,RIGHT,3.04106E-01,-85.40,2.29609E-01,-93.17
-155.00,315.00,-8.26,-11.00,-6.40,0.09181,35.96,RIGHT,2.99657E-01,-85.20,2.18608E-01,-96.23
-150.00,315.00,-8.55,-11.49,-6.77,0.12105,35.17,RIGHT,2.89765E-01,-82.37,2.06425E-01,-96.99
-145.00,315.00,-8.96,-12.04,-7.22,0.15270,34.57,RIGHT,2.76203E-01,-76.92,1.93879E-01,-95.42
-140.00,315.00,-9.47,-12.61,-7.75,0.18653,34.10,RIGHT,2.60563E-01,-68.86,1.81570E-01,-91.46
-135.00,315.00,-10.04,-13.19,-8.32,0.22238,33.72,RIGHT,2.44126E-01,-58.21,1.69887E-01,-85.08
-130.00,315.00,-10.64,-13.76,-8.91,0.26012,33.38,RIGHT,2.27832E-01,-44.98,1.59063E-01,-76.25
-125.00,315.00,-11.25,-14.31,-9.51,0.29964,33.04,RIGHT,2.12329E-01,-29.25,1.49237E-01,-65.01
-120.00,315.00,-11.85,-14.84,-10.08,0.34081,32.67,RIGHT,1.98041E-01,-11.14,1.40507E-01,-51.46
-115.00,315.00,-12.43,-15.32,-10.63,0.38344,32.25,RIGHT,1.85244E-01,9.16,1.32952E-01,-35.72
-110.00,315.00,-12.97,-15.74,-11.13,0.42726,31.77,RIGHT,1.74109E-01,31.39,1.26653E-01,-18.03
-105.00,315.00,-13.45,-16.08,-11.56,0.47187,31.24,RIGHT,1.64708E-01,55.24,1.21680E-01,1.38
-100.00,315.00,-13.87,-16.34,-11.92,0.51687,30.66,RIGHT,1.57022E-01,80.35,1.18090E-01,22.23
-95.00,315.00,-14.21,-16.51,-12.20,0.56200,30.13,RIGHT,1.50930E-01,106.39,1.15922E-01,44.25
-90.00,315.00,-14.49,-16.56,-12.39,0.60737,29.75,RIGHT,1.46220E-01,133.06,1.15197E-01,67.18
-85.00,315.00,-14.71,-16.51,-12.50,0.65366,29.70,RIGHT,1.42611E-01,160.16,1.15922E-01,90.82
-80.00,315.00,-14.88,-16.34,-12.54,0.70212,30.28,RIGHT,1.39769E-01,-172.43,1.18090E-01,115.02
-75.00,315.00,-15.03,-16.08,-12.52,0.75428,32.01,RIGHT,1.37324E-01,-144.72,1.21679E-01,139.69
-70.00,315.00,-15.19,-15.74,-12.44,0.81074,36.14,RIGHT,1.34889E-01,-116.65,1.26652E-01,164.73
-65.00,315.00,-15.37,-15.32,-12.33,0.86587,46.31,RIGHT,1.32082E-01,-88.11,1.32951E-01,-169.89
-60.00,315.00,-15.61,-14.84,-12.19,0.88618,68.72,RIGHT,1.28564E-01,-58.96,1.40504E-01,-144.27
-55.00,315.00,-15.91,-14.31,-12.03,0.83140,88.64,RIGHT,1.24100E-01,-29.02,1.49235E-01,-118.51
-50.00,315.00,-16.30,-13.76,-11.84,0.73737,-82.27,RIGHT,1.18662E-01,1.95,1.59060E-01,-92.77
-45.00,315.00,-16.76,-13.19,-11.60,0.63076,-77.36,RIGHT,1.12604E-01,34.29,1.69884E-01,-67.22
-40.00,315.00,-17.20,-12.61,-11.31,0.52016,-73.80,RIGHT,1.06966E-01,68.48,1.81567E-01,-42.11
-35.00,315.00,-17.46,-12.04,-10.94,0.41046,-70.57,RIGHT,1.03846E-01,104.75,1.93877E-01,-17.69
-30.00,315.00,-17.26,-11.49,-10.47,0.30637,-67.25,RIGHT,1.06321E-01,142.31,2.06422E-01,5.78
-25.00,315.00,-16.42,-11.00,-9.90,0.21291,-63.68,RIGHT,1.17100E-01,178.78,2.18606E-01,28.07
-20.00,315.00,-15.08,-10.57,-9.25,0.13467,-59.84,RIGHT,1.36544E-01,-148.55,2.29608E-01,48.98
-15.00,315.00,-13.58,-10.24,-8.59,0.07467,-55.87,RIGHT,1.62382E-01,-120.83,2.38419E-01,68.36
-10.00,315.00,-12.17,-10.04,-7.97,0.03351,-51.96,RIGHT,1.90992E-01,-97.80,2.43948E-01,86.15
-5.00,315.00,-11.00,-10.00,-7.46,0.00958,-48.29,RIGHT,2.18501E-01,-78.70,2.45182E-01,102.40
0.00,315.00,-10.13,-10.13,-7.12,0.00000,-45.00,LINEAR,2.41414E-01,-62.74,2.41414E-01,117.26
-180.00,320.00,-10.96,-9.44,-7.12,0.00000,50.00,LINEAR,2.19453E-01,-57.11,2.61534E-01,-57.11
-175.00,320.00,-9.90,-9.30,-6.58,0.00890,46.99,RIGHT,2.47948E-01,-70.03,2.65790E-01,-71.05
-170.00,320.00,-9.24,-9.36,-6.29,0.02599,44.59,RIGHT,2.67681E-01,-79.29,2.63903E-01,-82.27
-165.00,320.00,-8.91,-9.60,-6.23,0.04897,42.72,RIGHT,2.78061E-01,-85.38,2.56855E-01,-91.00
-160.00,320.00,-8.85,-9.97,-6.37,0.07633,41.28,RIGHT,2.79750E-01,-88.57,2.45994E-01,-97.37
-155.00,320.00,-9.03,-10.45,-6.67,0.10712,40.21,RIGHT,2.74254E-01,-89.01,2.32725E-01,-101.41
-150.00,320.00,-9.37,-11.01,-7.10,0.14064,39.42,RIGHT,2.63475E-01,-86.78,2.18283E-01,-103.09
-145.00,320.00,-9.85,-11.61,-7.63,0.17642,38.86,RIGHT,2.49316E-01,-81.88,2.03617E-01,-102.32
-140.00,320.00,-10.43,-12.24,-8.23,0.21414,38.47,RIGHT,2.33398E-01,-74.28,1.89361E-01,-99.02
-135.00,320.00,-11.06,-12.88,-8.87,0.25363,38.20,RIGHT,2.16941E-01,-63.93,1.75886E-01,-93.08
-130.00,320.00,-11.73,-13.52,-9.53,0.29485,38.00,RIGHT,2.00779E-01,-50.82,1.63396E-01,-84.47
-125.00,320.00,-12.42,-14.15,-10.19,0.33789,37.85,RIGHT,1.85459E-01,-34.98,1.52018E-01,-73.20
-120.00,320.00,-13.11,-14.75,-10.84,0.38289,37.74,RIGHT,1.71357E-01,-16.54,1.41869E-01,-59.37
-115.00,320.00,-13.77,-15.31,-11.46,0.42996,37.65,RIGHT,1.58761E-01,4.32,1.33075E-01,-43.17
-110.00,320.00,-14.39,-15.80,-12.03,0.47901,37.57,RIGHT,1.47902E-01,27.27,1.25758E-01,-24.87
-105.00,320.00,-14.93,-16.20,-12.51,0.52960,37.51,RIGHT,1.38927E-01,51.90,1.20018E-01,-4.83
-100.00,320.00,-15.39,-16.51,-12.90,0.58090,37.50,RIGHT,1.31870E-01,77.74,1.15909E-01,16.58
-95.00,320.00,-15.74,-16.69,-13.18,0.63177,37.62,RIGHT,1.26627E-01,104.29,1.13449E-01,38.99
-90.00,320.00,-15.99,-16.76,-13.35,0.68118,38.07,RIGHT,1.22978E-01,131.15,1.12630E-01,62.05
-85.00,320.00,-16.16,-16.69,-13.41,0.72848,39.23,RIGHT,1.20640E-01,158.04,1.13449E-01,85.56
-80.00,320.00,-16.26,-16.51,-13.37,0.77317,41.71,RIGHT,1.19300E-01,-175.11,1.15909E-01,109.38
-75.00,320.00,-16.31,-16.20,-13.24,0.81361,46.64,RIGHT,1.18624E-01,-148.24,1.20016E-01,133.48
-70.00,320.00,-16.33,-15.80,-13.05,0.84348,55.71,RIGHT,1.18239E-01,-121.16,1.25756E-01,157.89
-65.00,320.00,-16.37,-15.31,-12.80,0.84799,69.12,RIGHT,1.17731E-01,-93.63,1.33073E-01,-177.33
-60.00,320.00,-16.45,-14.75,-12.51,0.81574,81.95,RIGHT,1.16680E-01,-65.44,1.41867E-01,-152.18
-55.00,320.00,-16.60,-14.15,-12.19,0.75462,-89.47,RIGHT,1.14720E-01,-36.39,1.52015E-01,-126.70
-50.00,320.00,-16.83,-13.52,-11.86,0.67696,-84.09,RIGHT,1.11623E-01,-6.30,1.63393E-01,-100.98
-45.00,320.00,-17.17,-12.88,-11.51,0.58989,-80.38,RIGHT,1.07417E-01,25.10,1.75883E-01,-75.23
-40.00,320.00,-17.56,-12.24,-11.13,0.49736,-77.40,RIGHT,1.02614E-01,58.19,1.89357E-01,-49.67
-35.00,320.00,-17.91,-11.61,-10.70,0.40248,-74.64,RIGHT,9.86077E-02,93.40,2.03613E-01,-24.59
-30.00,320.00,-17.96,-11.01,-10.21,0.30885,-71.77,RIGHT,9.80426E-02,130.72,2.18279E-01,-0.31
-25.00,320.00,-17.42,-10.45,-9.66,0.22093,-68.60,RIGHT,1.04305E-01,168.53,2.32722E-01,22.89
-20.00,320.00,-16.25,-9.97,-9.05,0.14376,-65.07,RIGHT,1.19412E-01,-156.24,2.45992E-01,44.77
-15.00,320.00,-14.73,-9.60,-8.43,0.08173,-61.26,RIGHT,1.42276E-01,-125.89,2.56854E-01,65.16
-10.00,320.00,-13.21,-9.36,-7.86,0.03737,-57.34,RIGHT,1.69406E-01,-100.73,2.63903E-01,83.98
-5.00,320.00,-11.92,-9.30,-7.40,0.01076,-53.53,RIGHT,1.96493E-01,-80.01,2.65791E-01,101.28
0.00,320.00,-10.96,-9.44,-7.12,0.00000,-50.00,LINEAR,2.19455E-01,-62.74,2.61536E-01,117.26
-180.00,325.00,-11.95,-8.86,-7.12,0.00000,55.00,LINEAR,1.95824E-01,-57.11,2.79665E-01,-57.11
-175.00,325.00,-10.78,-8.71,-6.61,0.01000,51.76,RIGHT,2.24075E-01,-70.89,2.84354E-01,-72.07
-170.00,325.00,-10.06,-8.79,-6.37,0.02959,49.17,RIGHT,2.43511E-01,-80.80,2.81738E-01,-84.23
-165.00,325.00,-9.71,-9.06,-6.36,0.05599,47.15,RIGHT,2.53470E-01,-87.45,2.73107E-01,-93.88
-160.00,325.00,-9.67,-9.48,-6.56,0.08730,45.62,RIGHT,2.54689E-01,-91.17,2.60178E-01,-101.15
-155.00,325.00,-9.87,-10.02,-6.93,0.12214,44.50,RIGHT,2.48821E-01,-92.13,2.44676E-01,-106.06
-150.00,325.00,-10.26,-10.63,-7.43,0.15953,43.73,RIGHT,2.37903E-01,-90.39,2.28055E-01,-108.54
-145.00,325.00,-10.79,-11.29,-8.02,0.19878,43.22,RIGHT,2.23891E-01,-85.92,2.11360E-01,-108.44
-140.00,325.00,-11.41,-11.98,-8.68,0.23943,42.91,RIGHT,2.08361E-01,-78.63,1.95226E-01,-105.62
-135.00,325.00,-12.10,-12.68,-9.37,0.28132,42.76,RIGHT,1.92417E-01,-68.42,1.79986E-01,-99.93
-130.00,325.00,-12.84,-13.40,-10.10,0.32456,42.74,RIGHT,1.76756E-01,-55.22,1.65817E-01,-91.27
-125.00,325.00,-13.61,-14.10,-10.84,0.36947,42.85,RIGHT,1.61837E-01,-39.02,1.52869E-01,-79.65
-120.00,325.00,-14.38,-14.78,-11.57,0.41657,43.12,RIGHT,1.48033E-01,-19.89,1.41330E-01,-65.18
-115.00,325.00,-15.14,-15.42,-12.26,0.46640,43.56,RIGHT,1.35715E-01,1.95,1.31414E-01,-48.09
-110.00,325.00,-15.83,-15.97,-12.89,0.51920,44.23,RIGHT,1.25240E-01,26.14,1.23311E-01,-28.75
-105.00,325.00,-16.44,-16.42,-13.42,0.57444,45.12,RIGHT,1.16863E-01,52.11,1.17119E-01,-7.64
-100.00,325.00,-16.91,-16.74,-13.82,0.63037,46.31,RIGHT,1.10627E-01,79.16,1.12822E-01,14.69
-95.00,325.00,-17.25,-16.94,-14.08,0.68408,47.91,RIGHT,1.06341E-01,106.56,1.10321E-01,37.71
-90.00,325.00,-17.48,-17.00,-14.22,0.73209,50.22,RIGHT,1.03666E-01,133.68,1.09503E-01,61.00
-85.00,325.00,-17.60,-16.94,-14.24,0.77098,53.66,RIGHT,1.02257E-01,160.19,1.10320E-01,84.28
-80.00,325.00,-17.63,-16.74,-14.15,0.79765,58.64,RIGHT,1.01859E-01,-173.98,1.12822E-01,107.48
-75.00,325.00,-17.59,-16.42,-13.95,0.80934,65.12,RIGHT,1.02277E-01,-148.58,1.17118E-01,130.66
-70.00,325.00,-17.51,-15.97,-13.66,0.80401,72.41,RIGHT,1.03267E-01,-123.20,1.23309E-01,154.01
-65.00,325.00,-17.41,-15.42,-13.29,0.78120,79.40,RIGHT,1.04452E-01,-97.41,1.31413E-01,177.74
-60.00,325.00,-17.34,-14.78,-12.87,0.74220,85.32,RIGHT,1.05336E-01,-70.82,1.41328E-01,-158.00
-55.00,325.00,-17.33,-14.10,-12.41,0.68946,89.98,RIGHT,1.05396E-01,-43.17,1.52866E-01,-133.16
-50.00,325.00,-17.43,-13.40,-11.95,0.62578,-86.39,RIGHT,1.04207E-01,-14.30,1.65813E-01,-107.79
-45.00,325.00,-17.66,-12.68,-11.48,0.55367,-83.50,RIGHT,1.01539E-01,15.95,1.79982E-01,-82.07
-40.00,325.00,-18.01,-11.98,-11.01,0.47525,-81.01,RIGHT,9.75057E-02,47.83,1.95222E-01,-56.27
-35.00,325.00,-18.43,-11.29,-10.52,0.39251,-78.66,RIGHT,9.28800E-02,81.85,2.11356E-01,-30.72
-30.00,325.00,-18.74,-10.63,-10.00,0.30808,-76.17,RIGHT,8.96676E-02,118.52,2.28051E-01,-5.76
-25.00,325.00,-18.57,-10.02,-9.45,0.22577,-73.37,RIGHT,9.13977E-02,157.29,2.44672E-01,18.24
-20.00,325.00,-17.65,-9.48,-8.87,0.15053,-70.15,RIGHT,1.01632E-01,-164.75,2.60175E-01,40.99
-15.00,325.00,-16.14,-9.06,-8.28,0.08753,-66.52,RIGHT,1.20929E-01,-131.29,2.73106E-01,62.28
-10.00,325.00,-14.49,-8.79,-7.76,0.04075,-62.64,RIGHT,1.46206E-01,-103.69,2.81738E-01,82.02
-5.00,325.00,-13.04,-8.71,-7.35,0.01184,-58.73,RIGHT,1.72733E-01,-81.26,2.84356E-01,100.27
0.00,325.00,-11.95,-8.86,-7.12,0.00000,-55.00,LINEAR,1.95825E-01,-62.74,2.79668E-01,117.26
-180.00,330.00,-13.14,-8.37,-7.12,0.00000,60.00,LINEAR,1.70704E-01,-57.11,2.95668E-01,-57.11
-175.00,330.00,-11.83,-8.23,-6.65,0.01105,56.56,RIGHT,1.98650E-01,-71.58,3.00731E-01,-72.96
-170.00,330.00,-11.02,-8.32,-6.46,0.03308,53.78,RIGHT,2.17975E-01,-81.98,2.97352E-01,-85.95
-165.00,330.00,-10.63,-8.63,-6.50,0.06285,51.61,RIGHT,2.27924E-01,-89.03,2.87150E-01,-96.42
-160.00,330.00,-10.58,-9.09,-6.76,0.09796,49.99,RIGHT,2.29259E-01,-93.13,2.72222E-01,-104.49
-155.00,330.00,-10.80,-9.67,-7.19,0.13660,48.84,RIGHT,2.23709E-01,-94.47,2.54610E-01,-110.16
-150.00,330.00,-11.21,-10.33,-7.74,0.17740,48.07,RIGHT,2.13365E-01,-93.08,2.35959E-01,-113.31
-145.00,330.00,-11.76,-11.04,-8.38,0.21939,47.60,RIGHT,2.00164E-01,-88.91,2.17376E-01,-113.75
