4NEC2 Output file:,/home/joea/.wine/drive_c/4nec2/out/owa_yagi_6el_circ.out
Zo:,50

THETA,PHI,VERT.,HOR.,TOTAL,AXIAL,TILT,SENSE,MAGNITUDE,PHASE,MAGNITUDE,PHASE
DEGREES,DEGREES,DB,DB,DB,RATIO,DEG.,VOLTS/M,DEGREES,VOLTS/M,DEGREES
-60.00,270.00,-13.21,-999.99,-13.21,0.00000,0.00,LINEAR,1.69443E-01,-12.02,4.35746E-12,-15.44
-55.00,270.00,-16.00,-999.99,-16.00,0.00000,0.00,LINEAR,1.22933E-01,8.94,4.44346E-12,4.11
-50.00,270.00,-20.29,-999.99,-20.29,0.00000,0.00,LINEAR,7.49703E-02,30.48,4.53653E-12,22.50
-45.00,270.00,-29.11,-999.99,-29.11,0.00000,0.00,LINEAR,2.71554E-02,61.80,4.63405E-12,39.58
-40.00,270.00,-29.49,-999.99,-29.49,0.00000,0.00,LINEAR,2.60120E-02,-147.18,4.73316E-12,55.22
-35.00,270.00,-20.51,-999.99,-20.51,0.00000,0.00,LINEAR,7.31445E-02,-118.01,4.83078E-12,69.31
-30.00,270.00,-16.21,-999.99,-16.21,0.00000,0.00,LINEAR,1.19929E-01,-102.32,4.92377E-12,81.74
-25.00,270.00,-13.45,-999.99,-13.45,0.00000,0.00,LINEAR,1.64782E-01,-90.17,5.00898E-12,92.42
-20.00,270.00,-11.47,-999.99,-11.47,0.00000,0.00,LINEAR,2.07008E-01,-80.44,5.08344E-12,101.27
-15.00,270.00,-9.97,-999.99,-9.97,0.00000,0.00,LINEAR,2.46091E-01,-72.89,5.14445E-12,108.23
-10.00,270.00,-8.79,-999.99,-8.79,0.00000,0.00,LINEAR,2.81654E-01,-67.43,5.18976E-12,113.23
-5.00,270.00,-7.87,-999.99,-7.87,0.00000,0.00,LINEAR,3.13460E-01,-64.05,5.21766E-12,116.25
0.00,270.00,-7.12,-999.99,-7.12,0.00000,0.00,LINEAR,3.41411E-01,-62.74,5.22709E-12,117.26
-180.00,275.00,-7.16,-28.32,-7.12,0.00000,5.00,LINEAR,3.40109E-01,-57.11,2.97557E-02,-57.11
-175.00,275.00,-6.54,-28.31,-6.51,0.00044,4.66,RIGHT,3.65316E-01,-57.52,2.97945E-02,-57.83
-170.00,275.00,-6.04,-28.33,-6.01,0.00090,4.39,RIGHT,3.86754E-01,-55.81,2.97179E-02,-56.49
-165.00,275.00,-5.65,-28.38,-5.62,0.00138,4.17,RIGHT,4.04631E-01,-52.01,2.95306E-02,-53.10
-160.00,275.00,-5.34,-28.47,-5.32,0.00189,3.99,RIGHT,4.19249E-01,-46.13,2.92413E-02,-47.69
-155.00,275.00,-5.10,-28.58,-5.08,0.00241,3.83,RIGHT,4.30961E-01,-38.23,2.88630E-02,-40.31
-150.00,275.00,-4.92,-28.72,-4.90,0.00297,3.69,RIGHT,4.40135E-01,-28.37,2.84113E-02,-31.02
-145.00,275.00,-4.78,-28.88,-4.76,0.00354,3.57,RIGHT,4.47111E-01,-16.62,2.79043E-02,-19.89
-140.00,275.00,-4.68,-29.05,-4.67,0.00413,3.45,RIGHT,4.52164E-01,-3.08,2.73611E-02,-7.01
-135.00,275.00,-4.62,-29.23,-4.60,0.00474,3.36,RIGHT,4.55470E-01,12.16,2.68014E-02,7.52
-130.00,275.00,-4.59,-29.41,-4.57,0.00536,3.27,RIGHT,4.57091E-01,28.97,2.62443E-02,23.59
-125.00,275.00,-4.59,-29.59,-4.58,0.00599,3.20,RIGHT,4.56961E-01,47.21,2.57081E-02,41.08
-120.00,275.00,-4.63,-29.76,-4.62,0.00664,3.15,RIGHT,4.54893E-01,66.74,2.52092E-02,59.84
-115.00,275.00,-4.71,-29.91,-4.70,0.00730,3.12,RIGHT,4.50598E-01,87.41,2.47623E-02,79.75
-110.00,275.00,-4.85,-30.05,-4.83,0.00801,3.11,RIGHT,4.43712E-01,109.06,2.43798E-02,100.65
-105.00,275.00,-5.04,-30.16,-5.03,0.00879,3.14,RIGHT,4.33830E-01,131.52,2.40719E-02,122.37
-100.00,275.00,-5.31,-30.24,-5.30,0.00967,3.20,RIGHT,4.20552E-01,154.62,2.38464E-02,144.77
-95.00,275.00,-5.67,-30.29,-5.66,0.01072,3.31,RIGHT,4.03518E-01,178.20,2.37089E-02,167.66
-90.00,275.00,-6.14,-30.31,-6.12,0.01200,3.47,RIGHT,3.82450E-01,-157.90,2.36626E-02,-169.13
-85.00,275.00,-6.73,-30.29,-6.71,0.01366,3.72,RIGHT,3.57183E-01,-133.84,2.37089E-02,-145.77
-80.00,275.00,-7.48,-30.24,-7.46,0.01590,4.06,RIGHT,3.27688E-01,-109.75,2.38464E-02,-122.44
-75.00,275.00,-8.42,-30.16,-8.39,0.01907,4.55,RIGHT,2.94087E-01,-85.77,2.40719E-02,-99.32
-70.00,275.00,-9.60,-30.05,-9.56,0.02382,5.25,RIGHT,2.56665E-01,-61.94,2.43799E-02,-76.59
-65.00,275.00,-11.11,-29.91,-11.05,0.03154,6.29,RIGHT,2.15871E-01,-38.26,2.47624E-02,-54.42
-60.00,275.00,-13.06,-29.76,-12.97,0.04549,7.91,RIGHT,1.72345E-01,-14.49,2.52093E-02,-32.97
-55.00,275.00,-15.71,-29.59,-15.54,0.07514,10.65,RIGHT,1.27013E-01,10.18,2.57082E-02,-12.42
-50.00,275.00,-19.56,-29.41,-19.13,0.15675,15.71,RIGHT,8.15769E-02,38.73,2.62444E-02,7.08
-45.00,275.00,-25.27,-29.23,-23.80,0.48777,23.08,RIGHT,4.22615E-02,85.98,2.68015E-02,25.38
-40.00,275.00,-25.37,-29.05,-23.82,0.39201,-28.48,RIGHT,4.17982E-02,174.48,2.73612E-02,42.34
-35.00,275.00,-19.70,-28.88,-19.20,0.09930,-18.43,RIGHT,8.02915E-02,-140.65,2.79044E-02,57.84
-30.00,275.00,-15.89,-28.72,-15.67,0.03544,-12.71,RIGHT,1.24474E-01,-117.63,2.84115E-02,71.76
-25.00,275.00,-13.28,-28.58,-13.15,0.01550,-9.71,RIGHT,1.68041E-01,-101.34,2.88632E-02,83.99
-20.00,275.00,-11.37,-28.47,-11.29,0.00745,-7.94,RIGHT,2.09365E-01,-88.67,2.92415E-02,94.45
-15.00,275.00,-9.91,-28.38,-9.85,0.00366,-6.80,RIGHT,2.47633E-01,-78.72,2.95308E-02,103.06
-10.00,275.00,-8.77,-28.33,-8.73,0.00168,-6.01,RIGHT,2.82346E-01,-71.16,2.97182E-02,109.76
-5.00,275.00,-7.87,-28.31,-7.83,0.00060,-5.43,RIGHT,3.13212E-01,-65.86,2.97947E-02,114.50
0.00,275.00,-7.16,-28.32,-7.12,0.00000,-5.00,LINEAR,3.40112E-01,-62.74,2.97559E-02,117.26
-180.00,280.00,-7.26,-22.33,-7.12,0.00000,10.00,LINEAR,3.36221E-01,-57.11,5.92849E-02,-57.11
-175.00,280.00,-6.61,-22.29,-6.49,0.00101,9.33,RIGHT,3.62382E-01,-59.19,5.95291E-02,-59.55
-170.00,280.00,-6.09,-22.30,-5.99,0.00229,8.80,RIGHT,3.84454E-01,-59.02,5.94925E-02,-59.89
-165.00,280.00,-5.69,-22.34,-5.60,0.00377,8.36,RIGHT,4.02563E-01,-56.62,5.91845E-02,-58.12
-160.00,280.00,-5.39,-22.43,-5.30,0.00544,8.00,RIGHT,4.16966E-01,-52.03,5.86261E-02,-54.29
-155.00,280.00,-5.16,-22.54,-5.08,0.00728,7.69,RIGHT,4.28014E-01,-45.29,5.78487E-02,-48.44
-150.00,280.00,-5.00,-22.69,-4.92,0.00930,7.41,RIGHT,4.36105E-01,-36.45,5.68910E-02,-40.60
-145.00,280.00,-4.89,-22.86,-4.82,0.01146,7.17,RIGHT,4.41638E-01,-25.58,5.57974E-02,-30.86
-140.00,280.00,-4.82,-23.04,-4.76,0.01376,6.95,RIGHT,4.44973E-01,-12.76,5.46144E-02,-19.30
-135.00,280.00,-4.79,-23.24,-4.73,0.01618,6.76,RIGHT,4.46392E-01,1.89,5.33894E-02,-6.00
-130.00,280.00,-4.80,-23.44,-4.74,0.01868,6.59,RIGHT,4.46071E-01,18.25,5.21674E-02,8.93
-125.00,280.00,-4.84,-23.64,-4.78,0.02126,6.44,RIGHT,4.44073E-01,36.19,5.09906E-02,25.39
-120.00,280.00,-4.91,-23.83,-4.86,0.02390,6.32,RIGHT,4.40335E-01,55.56,4.98966E-02,43.23
-115.00,280.00,-5.03,-24.00,-4.97,0.02663,6.24,RIGHT,4.34691E-01,76.20,4.89177E-02,62.34
-110.00,280.00,-5.18,-24.15,-5.13,0.02948,6.20,RIGHT,4.26880E-01,97.92,4.80812E-02,82.57
-105.00,280.00,-5.39,-24.27,-5.34,0.03253,6.22,RIGHT,4.16586E-01,120.58,4.74088E-02,103.77
-100.00,280.00,-5.67,-24.36,-5.61,0.03590,6.31,RIGHT,4.03466E-01,143.99,4.69170E-02,125.78
-95.00,280.00,-6.03,-24.42,-5.97,0.03977,6.48,RIGHT,3.87187E-01,167.99,4.66174E-02,148.44
-90.00,280.00,-6.48,-24.44,-6.42,0.04441,6.76,RIGHT,3.67468E-01,-167.59,4.65168E-02,171.58
-85.00,280.00,-7.06,-24.42,-6.98,0.05021,7.17,RIGHT,3.44104E-01,-142.87,4.66174E-02,-164.99
-80.00,280.00,-7.77,-24.36,-7.67,0.05779,7.76,RIGHT,3.17002E-01,-117.99,4.69170E-02,-141.43
-75.00,280.00,-8.66,-24.27,-8.54,0.06818,8.59,RIGHT,2.86201E-01,-93.03,4.74088E-02,-117.93
-70.00,280.00,-9.76,-24.15,-9.61,0.08321,9.75,RIGHT,2.51902E-01,-68.00,4.80812E-02,-94.67
-65.00,280.00,-11.16,-24.00,-10.94,0.10638,11.41,RIGHT,2.14500E-01,-42.80,4.89177E-02,-71.83
-60.00,280.00,-12.94,-23.83,-12.60,0.14517,13.83,RIGHT,1.74668E-01,-17.02,4.98965E-02,-49.58
-55.00,280.00,-15.27,-23.64,-14.68,0.21749,17.47,RIGHT,1.33586E-01,10.44,5.09906E-02,-28.11
-50.00,280.00,-18.35,-23.44,-17.18,0.37246,22.89,RIGHT,9.37858E-02,42.77,5.21674E-02,-7.58
-45.00,280.00,-21.83,-23.24,-19.47,0.75634,26.87,RIGHT,6.28043E-02,89.01,5.33894E-02,11.86
-40.00,280.00,-22.20,-23.04,-19.59,0.54216,-39.92,RIGHT,6.01491E-02,152.71,5.46145E-02,30.05
-35.00,280.00,-18.84,-22.86,-17.39,0.21697,-30.84,RIGHT,8.85737E-02,-160.49,5.57975E-02,46.86
-30.00,280.00,-15.66,-22.69,-14.87,0.09259,-23.54,RIGHT,1.27847E-01,-132.14,5.68912E-02,62.17
-25.00,280.00,-13.23,-22.54,-12.75,0.04268,-18.77,RIGHT,1.68948E-01,-112.13,5.78489E-02,75.87
-20.00,280.00,-11.39,-22.43,-11.06,0.02050,-15.64,RIGHT,2.08876E-01,-96.67,5.86264E-02,87.85
-15.00,280.00,-9.96,-22.34,-9.72,0.00974,-13.50,RIGHT,2.46232E-01,-84.42,5.91848E-02,98.03
-10.00,280.00,-8.84,-22.30,-8.65,0.00422,-11.98,RIGHT,2.80198E-01,-74.83,5.94929E-02,106.36
-5.00,280.00,-7.95,-22.29,-7.80,0.00137,-10.86,RIGHT,3.10280E-01,-67.64,5.95296E-02,112.78
0.00,280.00,-7.26,-22.33,-7.12,0.00000,-10.00,LINEAR,3.36224E-01,-62.74,5.92854E-02,117.26
-180.00,285.00,-7.42,-18.86,-7.12,0.00000,15.00,LINEAR,3.29775E-01,-57.11,8.83629E-02,-57.11
-175.00,285.00,-6.74,-18.81,-6.48,0.00171,14.00,RIGHT,3.56748E-01,-60.82,8.89488E-02,-61.23
-170.00,285.00,-6.21,-18.80,-5.98,0.00414,13.21,RIGHT,3.79136E-01,-62.12,8.89972E-02,-63.19
-165.00,285.00,-5.81,-18.85,-5.60,0.00712,12.57,RIGHT,3.96957E-01,-61.08,8.85285E-02,-63.00
-160.00,285.00,-5.52,-18.94,-5.33,0.01057,12.03,RIGHT,4.10429E-01,-57.71,8.75881E-02,-60.67
-155.00,285.00,-5.33,-19.07,-5.15,0.01448,11.58,RIGHT,4.19920E-01,-52.06,8.62414E-02,-56.27
-150.00,285.00,-5.20,-19.24,-5.03,0.01881,11.18,RIGHT,4.25897E-01,-44.18,8.45679E-02,-49.83
-145.00,285.00,-5.14,-19.44,-4.98,0.02353,10.83,RIGHT,4.28868E-01,-34.15,8.26551E-02,-41.42
-140.00,285.00,-5.13,-19.66,-4.98,0.02861,10.51,RIGHT,4.29328E-01,-22.05,8.05930E-02,-31.12
-135.00,285.00,-5.17,-19.90,-5.02,0.03399,10.22,RIGHT,4.27717E-01,-7.97,7.84690E-02,-19.00
-130.00,285.00,-5.23,-20.13,-5.10,0.03961,9.96,RIGHT,4.24386E-01,7.95,7.63645E-02,-5.16
-125.00,285.00,-5.33,-20.36,-5.20,0.04542,9.72,RIGHT,4.19572E-01,25.59,7.43521E-02,10.29
-120.00,285.00,-5.46,-20.58,-5.33,0.05138,9.52,RIGHT,4.13389E-01,44.78,7.24944E-02,27.25
-115.00,285.00,-5.62,-20.78,-5.49,0.05750,9.36,RIGHT,4.05832E-01,65.35,7.08434E-02,45.58
-110.00,285.00,-5.82,-20.96,-5.69,0.06382,9.26,RIGHT,3.96783E-01,87.15,6.94408E-02,65.16
-105.00,285.00,-6.06,-21.10,-5.92,0.07049,9.22,RIGHT,3.86041E-01,109.97,6.83190E-02,85.85
-100.00,285.00,-6.35,-21.20,-6.21,0.07770,9.27,RIGHT,3.73340E-01,133.67,6.75018E-02,107.49
-95.00,285.00,-6.70,-21.27,-6.55,0.08579,9.43,RIGHT,3.58387E-01,158.05,6.70052E-02,129.92
-90.00,285.00,-7.14,-21.29,-6.97,0.09524,9.73,RIGHT,3.40893E-01,-177.03,6.68386E-02,152.98
-85.00,285.00,-7.67,-21.27,-7.48,0.10673,10.19,RIGHT,3.20605E-01,-151.70,6.70051E-02,176.50
-80.00,285.00,-8.32,-21.20,-8.11,0.12134,10.87,RIGHT,2.97338E-01,-126.08,6.75017E-02,-159.72
-75.00,285.00,-9.13,-21.10,-8.86,0.14074,11.82,RIGHT,2.71010E-01,-100.24,6.83189E-02,-135.85
-70.00,285.00,-10.12,-20.96,-9.78,0.16769,13.15,RIGHT,2.41687E-01,-74.15,6.94406E-02,-112.07
-65.00,285.00,-11.36,-20.78,-10.89,0.20714,14.98,RIGHT,2.09641E-01,-47.68,7.08431E-02,-88.59
-60.00,285.00,-12.90,-20.58,-12.22,0.26847,17.53,RIGHT,1.75474E-01,-20.37,7.24942E-02,-65.57
-55.00,285.00,-14.84,-20.36,-13.77,0.37086,21.08,RIGHT,1.40413E-01,8.82,7.43519E-02,-43.21
-50.00,285.00,-17.19,-20.13,-15.41,0.55644,25.89,RIGHT,1.07127E-01,42.34,7.63643E-02,-21.68
-45.00,285.00,-19.51,-19.90,-16.69,0.92115,28.70,RIGHT,8.20135E-02,84.89,7.84688E-02,-1.15
-40.00,285.00,-20.05,-19.66,-16.84,0.59286,-47.67,RIGHT,7.70662E-02,136.80,8.05928E-02,18.23
-35.00,285.00,-18.09,-19.44,-15.70,0.30288,-39.63,RIGHT,9.66326E-02,-177.87,8.26550E-02,36.30
-30.00,285.00,-15.52,-19.24,-13.99,0.15108,-32.50,RIGHT,1.29778E-01,-145.90,8.45679E-02,52.94
-25.00,285.00,-13.31,-19.07,-12.29,0.07537,-27.01,RIGHT,1.67482E-01,-122.58,8.62416E-02,68.03
-20.00,285.00,-11.53,-18.94,-10.81,0.03734,-23.00,RIGHT,2.05565E-01,-104.47,8.75884E-02,81.47
-15.00,285.00,-10.12,-18.85,-9.57,0.01775,-20.08,RIGHT,2.41903E-01,-89.99,8.85289E-02,93.16
-10.00,285.00,-9.00,-18.80,-8.56,0.00751,-17.92,RIGHT,2.75214E-01,-78.41,8.89977E-02,103.06
-5.00,285.00,-8.11,-18.81,-7.76,0.00230,-16.27,RIGHT,3.04671E-01,-69.39,8.89494E-02,111.10
0.00,285.00,-7.42,-18.86,-7.12,0.00000,-15.00,LINEAR,3.29778E-01,-62.74,8.83637E-02,117.26
-180.00,290.00,-7.66,-16.44,-7.12,0.00000,20.00,LINEAR,3.20819E-01,-57.11,1.16768E-01,-57.11
-175.00,290.00,-6.95,-16.37,-6.48,0.00253,18.68,RIGHT,3.48450E-01,-62.39,1.17800E-01,-62.87
-170.00,290.00,-6.40,-16.36,-5.99,0.00642,17.63,RIGHT,3.70863E-01,-65.11,1.17913E-01,-66.39
-165.00,290.00,-6.01,-16.41,-5.63,0.01135,16.79,RIGHT,3.87957E-01,-65.34,1.17153E-01,-67.69
-160.00,290.00,-5.75,-16.53,-5.40,0.01716,16.10,RIGHT,3.99930E-01,-63.13,1.15613E-01,-66.82
-155.00,290.00,-5.59,-16.70,-5.27,0.02380,15.51,RIGHT,4.07205E-01,-58.53,1.13420E-01,-63.81
-150.00,290.00,-5.53,-16.90,-5.22,0.03122,15.00,RIGHT,4.10365E-01,-51.59,1.10719E-01,-58.71
-145.00,290.00,-5.53,-17.15,-5.24,0.03938,14.55,RIGHT,4.10076E-01,-42.38,1.07668E-01,-51.59
-140.00,290.00,-5.60,-17.41,-5.32,0.04822,14.14,RIGHT,4.07015E-01,-30.99,1.04419E-01,-42.51
-135.00,290.00,-5.71,-17.69,-5.44,0.05763,13.77,RIGHT,4.01819E-01,-17.50,1.01115E-01,-31.55
-130.00,290.00,-5.86,-17.98,-5.60,0.06753,13.41,RIGHT,3.95033E-01,-2.04,9.78811E-02,-18.78
-125.00,290.00,-6.03,-18.25,-5.78,0.07779,13.08,RIGHT,3.87085E-01,15.25,9.48252E-02,-4.29
-120.00,290.00,-6.23,-18.51,-5.98,0.08833,12.78,RIGHT,3.78266E-01,34.22,9.20347E-02,11.79
-115.00,290.00,-6.45,-18.74,-6.21,0.09910,12.51,RIGHT,3.68727E-01,54.71,8.95787E-02,29.38
-110.00,290.00,-6.70,-18.95,-6.45,0.11013,12.29,RIGHT,3.58485E-01,76.52,8.75096E-02,48.33
-105.00,290.00,-6.97,-19.11,-6.71,0.12157,12.15,RIGHT,3.47442E-01,99.48,8.58660E-02,68.53
-100.00,290.00,-7.28,-19.23,-7.01,0.13370,12.09,RIGHT,3.35406E-01,123.41,8.46748E-02,89.81
-95.00,290.00,-7.63,-19.31,-7.34,0.14697,12.16,RIGHT,3.22118E-01,148.15,8.39536E-02,112.03
-90.00,290.00,-8.04,-19.33,-7.73,0.16203,12.36,RIGHT,3.07285E-01,173.52,8.37121E-02,135.01
-85.00,290.00,-8.52,-19.31,-8.17,0.17985,12.76,RIGHT,2.90607E-01,-160.60,8.39534E-02,158.60
-80.00,290.00,-9.10,-19.23,-8.70,0.20183,13.37,RIGHT,2.71818E-01,-134.32,8.46746E-02,-177.40
-75.00,290.00,-9.81,-19.11,-9.32,0.23007,14.28,RIGHT,2.50714E-01,-107.71,8.58657E-02,-153.17
-70.00,290.00,-10.66,-18.95,-10.06,0.26786,15.55,RIGHT,2.27212E-01,-80.73,8.75092E-02,-128.90
-65.00,290.00,-11.71,-18.74,-10.92,0.32066,17.29,RIGHT,2.01420E-01,-53.24,8.95781E-02,-104.79
-60.00,290.00,-12.99,-18.51,-11.92,0.39789,19.68,RIGHT,1.73775E-01,-24.87,9.20341E-02,-81.02
-55.00,290.00,-14.54,-18.25,-13.00,0.51683,22.94,RIGHT,1.45318E-01,5.23,9.48246E-02,-57.79
-50.00,290.00,-16.33,-17.98,-14.06,0.71051,27.64,RIGHT,1.18325E-01,38.73,9.78805E-02,-35.29
-45.00,290.00,-18.00,-17.69,-14.83,0.95354,-69.22,RIGHT,9.75796E-02,78.12,1.01114E-01,-13.69
-40.00,290.00,-18.61,-17.41,-14.96,0.60489,-53.58,RIGHT,9.09681E-02,123.44,1.04419E-01,6.84
-35.00,290.00,-17.50,-17.15,-14.31,0.35792,-46.51,RIGHT,1.03370E-01,166.71,1.07668E-01,26.13
-30.00,290.00,-15.51,-16.90,-13.14,0.20095,-40.02,RIGHT,1.30062E-01,-158.97,1.10719E-01,44.06
-25.00,290.00,-13.51,-16.70,-11.80,0.10841,-34.46,RIGHT,1.63713E-01,-132.74,1.13420E-01,60.49
-20.00,290.00,-11.79,-16.53,-10.53,0.05609,-29.98,RIGHT,1.99540E-01,-112.08,1.15613E-01,75.33
-15.00,290.00,-10.38,-16.41,-9.41,0.02709,-26.49,RIGHT,2.34726E-01,-95.42,1.17154E-01,88.47
-10.00,290.00,-9.24,-16.36,-8.47,0.01138,-23.79,RIGHT,2.67440E-01,-81.90,1.17914E-01,99.86
-5.00,290.00,-8.35,-16.37,-7.71,0.00337,-21.67,RIGHT,2.96420E-01,-71.10,1.17801E-01,109.47
0.00,290.00,-7.66,-16.44,-7.12,0.00000,-20.00,LINEAR,3.20822E-01,-62.74,1.16770E-01,117.26
-180.00,295.00,-7.98,-14.60,-7.12,0.00000,25.00,LINEAR,3.09421E-01,-57.11,1.44285E-01,-57.11
-175.00,295.00,-7.22,-14.51,-6.48,0.00345,23.37,RIGHT,3.37551E-01,-63.90,1.45834E-01,-64.44
-170.00,295.00,-6.67,-14.51,-6.01,0.00908,22.08,RIGHT,3.59743E-01,-67.96,1.45937E-01,-69.45
-165.00,295.00,-6.29,-14.58,-5.69,0.01637,21.04,RIGHT,3.75784E-01,-69.39,1.44689E-01,-72.19
-160.00,295.00,-6.06,-14.73,-5.51,0.02505,20.20,RIGHT,3.85877E-01,-68.28,1.42265E-01,-72.70
-155.00,295.00,-5.96,-14.94,-5.44,0.03501,19.49,RIGHT,3.90551E-01,-64.67,1.38890E-01,-71.03
-150.00,295.00,-5.96,-15.19,-5.47,0.04618,18.89,RIGHT,3.90556E-01,-58.65,1.34813E-01,-67.24
-145.00,295.00,-6.04,-15.49,-5.57,0.05851,18.36,RIGHT,3.86762E-01,-50.25,1.30288E-01,-61.36
-140.00,295.00,-6.19,-15.81,-5.74,0.07191,17.88,RIGHT,3.80059E-01,-39.57,1.25551E-01,-53.47
-135.00,295.00,-6.39,-16.15,-5.96,0.08626,17.42,RIGHT,3.71291E-01,-26.70,1.20809E-01,-43.62
-130.00,295.00,-6.63,-16.48,-6.21,0.10142,16.99,RIGHT,3.61192E-01,-11.74,1.16238E-01,-31.87
-125.00,295.00,-6.90,-16.81,-6.48,0.11719,16.57,RIGHT,3.50354E-01,5.18,1.11976E-01,-18.32
-120.00,295.00,-7.18,-17.11,-6.76,0.13342,16.16,RIGHT,3.39207E-01,23.89,1.08131E-01,-3.05
-115.00,295.00,-7.47,-17.38,-7.05,0.14996,15.77,RIGHT,3.28018E-01,44.23,1.04781E-01,13.83
-110.00,295.00,-7.77,-17.62,-7.34,0.16679,15.41,RIGHT,3.16898E-01,66.02,1.01983E-01,32.21
-105.00,295.00,-8.08,-17.81,-7.64,0.18400,15.10,RIGHT,3.05818E-01,89.08,9.97748E-02,51.95
-100.00,295.00,-8.40,-17.95,-7.95,0.20189,14.88,RIGHT,2.94636E-01,113.21,9.81825E-02,72.91
-95.00,295.00,-8.75,-18.03,-8.27,0.22095,14.77,RIGHT,2.83120E-01,138.23,9.72214E-02,94.93
-90.00,295.00,-9.13,-18.06,-8.61,0.24199,14.80,RIGHT,2.70976E-01,164.00,9.69000E-02,117.86
-85.00,295.00,-9.56,-18.03,-8.98,0.26615,15.02,RIGHT,2.57879E-01,-169.65,9.72212E-02,141.51
-80.00,295.00,-10.06,-17.95,-9.40,0.29504,15.47,RIGHT,2.43502E-01,-142.80,9.81821E-02,165.70
-75.00,295.00,-10.65,-17.81,-9.88,0.33101,16.21,RIGHT,2.27552E-01,-115.53,9.97743E-02,-169.75
-70.00,295.00,-11.35,-17.62,-10.43,0.37753,17.30,RIGHT,2.09821E-01,-87.84,1.01982E-01,-145.03
-65.00,295.00,-12.20,-17.38,-11.05,0.44001,18.85,RIGHT,1.90253E-01,-59.60,1.04780E-01,-120.33
-60.00,295.00,-13.23,-17.11,-11.74,0.52717,21.04,RIGHT,1.69070E-01,-30.52,1.08130E-01,-95.86
-55.00,295.00,-14.44,-16.81,-12.46,0.65373,24.27,RIGHT,1.47002E-01,0.01,1.11975E-01,-71.82
-50.00,295.00,-15.80,-16.48,-13.12,0.84450,31.05,RIGHT,1.25728E-01,33.08,1.16237E-01,-48.39
-45.00,295.00,-17.07,-16.15,-13.57,0.86223,-68.00,RIGHT,1.08629E-01,70.14,1.20808E-01,-25.76
-40.00,295.00,-17.69,-15.81,-13.64,0.59920,-58.41,RIGHT,1.01151E-01,111.39,1.25550E-01,-4.12
-35.00,295.00,-17.12,-15.49,-13.22,0.39068,-52.28,RIGHT,1.08060E-01,152.75,1.30288E-01,16.36
-30.00,295.00,-15.61,-15.19,-12.38,0.23967,-46.52,RIGHT,1.28577E-01,-171.45,1.34813E-01,35.54
-25.00,295.00,-13.83,-14.94,-11.34,0.13856,-41.21,RIGHT,1.57781E-01,-142.64,1.38889E-01,53.27
-20.00,295.00,-12.17,-14.73,-10.25,0.07507,-36.59,RIGHT,1.90983E-01,-119.52,1.42265E-01,69.44
-15.00,295.00,-10.75,-14.58,-9.25,0.03716,-32.73,RIGHT,2.24841E-01,-100.71,1.44689E-01,83.97
-10.00,295.00,-9.59,-14.51,-8.38,0.01568,-29.58,RIGHT,2.56967E-01,-85.29,1.45937E-01,96.80
-5.00,295.00,-8.67,-14.51,-7.67,0.00454,-27.05,RIGHT,2.85587E-01,-72.75,1.45835E-01,107.89
0.00,295.00,-7.98,-14.60,-7.12,0.00000,-25.00,LINEAR,3.09424E-01,-62.74,1.44287E-01,117.26
-180.00,300.00,-8.37,-13.14,-7.12,0.00000,30.00,LINEAR,2.95668E-01,-57.11,1.70704E-01,-57.11
-175.00,300.00,-7.57,-13.04,-6.49,0.00446,28.06,RIGHT,3.24140E-01,-65.33,1.72811E-01,-65.94
-170.00,300.00,-7.01,-13.04,-6.04,0.01208,26.54,RIGHT,3.45927E-01,-70.64,1.72789E-01,-72.37
-165.00,300.00,-6.65,-13.14,-5.77,0.02207,25.32,RIGHT,3.60716E-01,-73.20,1.70817E-01,-76.47
-160.00,300.00,-6.45,-13.32,-5.64,0.03403,24.33,RIGHT,3.68754E-01,-73.12,1.67198E-01,-78.30
-155.00,300.00,-6.41,-13.58,-5.65,0.04778,23.52,RIGHT,3.70722E-01,-70.47,1.62300E-01,-77.92
-150.00,300.00,-6.48,-13.90,-5.76,0.06321,22.84,RIGHT,3.67585E-01,-65.32,1.56516E-01,-75.37
-145.00,300.00,-6.65,-14.25,-5.96,0.08024,22.25,RIGHT,3.60448E-01,-57.72,1.50223E-01,-70.70
-140.00,300.00,-6.90,-14.64,-6.22,0.09877,21.73,RIGHT,3.50427E-01,-47.76,1.43754E-01,-63.93
-135.00,300.00,-7.20,-15.03,-6.53,0.11868,21.23,RIGHT,3.38555E-01,-35.50,1.37387E-01,-55.13
-130.00,300.00,-7.53,-15.42,-6.88,0.13976,20.75,RIGHT,3.25716E-01,-21.06,1.31338E-01,-44.34
-125.00,300.00,-7.89,-15.80,-7.24,0.16179,20.26,RIGHT,3.12615E-01,-4.55,1.25772E-01,-31.63
-120.00,300.00,-8.25,-16.15,-7.60,0.18450,19.76,RIGHT,2.99760E-01,13.89,1.20802E-01,-17.09
-115.00,300.00,-8.62,-16.46,-7.96,0.20766,19.25,RIGHT,2.87474E-01,34.07,1.16507E-01,-0.81
-110.00,300.00,-8.97,-16.73,-8.30,0.23112,18.75,RIGHT,2.75912E-01,55.83,1.12942E-01,17.09
-105.00,300.00,-9.32,-16.95,-8.63,0.25488,18.26,RIGHT,2.65078E-01,78.95,1.10141E-01,36.46
